name,train_losses,test_losses,train_accs,test_accs,generalization_error
QRNN_cifar2_ntrain2000_batch128_1_5_rep5,0.16844616830348969,0.37351444363594055,0.9816666841506958,0.8499999642372131,0.20506827533245087
QRNN_cifar2_ntrain5000_batch128_1_5_rep1,0.07946871221065521,0.29637807607650757,0.9882222414016724,0.9040000438690186,0.21690936386585236
QRNN_cifar2_ntrain5000_batch128_1_5_rep2,0.11085009574890137,0.2837331295013428,0.988444447517395,0.9050000309944153,0.1728830337524414
QRNN_cifar2_ntrain5000_batch128_1_5_rep3,0.15614065527915955,0.3094111979007721,0.9902222156524658,0.8980000615119934,0.15327054262161255
QRNN_cifar2_ntrain5000_batch128_1_5_rep4,0.15760548412799835,0.3027927875518799,0.988444447517395,0.8980000615119934,0.14518730342388153
QRNN_cifar2_ntrain5000_batch128_1_5_rep5,0.15808218717575073,0.3287377655506134,0.9880000352859497,0.8840000629425049,0.17065557837486267
QRNN_cifar2_ntrain10000_batch256_1_5_rep1,0.15669211745262146,0.3027498722076416,0.9887778162956238,0.9005000591278076,0.14605775475502014
QRNN_cifar2_ntrain10000_batch256_1_5_rep2,0.12174898386001587,0.272453635931015,0.9898889064788818,0.9105000495910645,0.15070465207099915
QRNN_cifar2_ntrain10000_batch256_1_5_rep3,0.15400046110153198,0.2778264284133911,0.9904444813728333,0.9175000190734863,0.12382596731185913
QRNN_cifar2_ntrain10000_batch256_1_5_rep4,0.09703025221824646,0.28308042883872986,0.9900000095367432,0.9050000309944153,0.1860501766204834
QRNN_cifar2_ntrain10000_batch256_1_5_rep5,0.1561674028635025,0.292689710855484,0.988444447517395,0.9075000286102295,0.1365223079919815
QRNN_mnist_ntrain500_batch64__rep1,0.16592945158481598,0.10600079596042633,0.9440000653266907,0.9899999499320984,-0.05992865562438965
QRNN_mnist_ntrain500_batch64__rep2,0.16592945158481598,0.10600079596042633,0.9440000653266907,0.9899999499320984,-0.05992865562438965
QRNN_mnist_ntrain500_batch64__rep3,0.16592945158481598,0.10600079596042633,0.9440000653266907,0.9899999499320984,-0.05992865562438965
QRNN_mnist_ntrain500_batch64__rep4,0.16592945158481598,0.10600079596042633,0.9440000653266907,0.9899999499320984,-0.05992865562438965
QRNN_mnist_ntrain500_batch64__rep5,0.16592945158481598,0.10600079596042633,0.9440000653266907,0.9899999499320984,-0.05992865562438965
QRNN_mnist_ntrain1000_batch64__rep1,0.19360558688640594,0.12794654071331024,0.9390000700950623,0.9799999594688416,-0.0656590461730957
QRNN_mnist_ntrain1000_batch64__rep2,0.19360558688640594,0.12794654071331024,0.9390000700950623,0.9799999594688416,-0.0656590461730957
QRNN_mnist_ntrain1000_batch64__rep3,0.19360558688640594,0.12794654071331024,0.9390000700950623,0.9799999594688416,-0.0656590461730957
QRNN_mnist_ntrain1000_batch64__rep4,0.19360558688640594,0.12794654071331024,0.9390000700950623,0.9799999594688416,-0.0656590461730957
QRNN_mnist_ntrain1000_batch64__rep5,0.19360558688640594,0.12794654071331024,0.9390000700950623,0.9799999594688416,-0.0656590461730957
QRNN_mnist_ntrain2000_batch128__rep1,0.18006758391857147,0.12595482170581818,0.9470000267028809,0.9624999761581421,-0.054112762212753296
QRNN_mnist_ntrain2000_batch128__rep2,0.18006758391857147,0.12595482170581818,0.9470000267028809,0.9624999761581421,-0.054112762212753296
QRNN_mnist_ntrain2000_batch128__rep3,0.18006758391857147,0.12595482170581818,0.9470000267028809,0.9624999761581421,-0.054112762212753296
QRNN_mnist_ntrain2000_batch128__rep4,0.18006758391857147,0.12595482170581818,0.9470000267028809,0.9624999761581421,-0.054112762212753296
QRNN_mnist_ntrain2000_batch128__rep5,0.18006758391857147,0.12595482170581818,0.9470000267028809,0.9624999761581421,-0.054112762212753296
QRNN_mnist_ntrain5000_batch128__rep1,0.18141286075115204,0.17543888092041016,0.9465999603271484,0.9470000267028809,-0.005973979830741882
QRNN_mnist_ntrain5000_batch128__rep2,0.18141286075115204,0.17543888092041016,0.9465999603271484,0.9470000267028809,-0.005973979830741882
QRNN_mnist_ntrain5000_batch128__rep3,0.18141286075115204,0.17543888092041016,0.9465999603271484,0.9470000267028809,-0.005973979830741882
QRNN_mnist_ntrain5000_batch128__rep4,0.18141286075115204,0.17543888092041016,0.9465999603271484,0.9470000267028809,-0.005973979830741882
QRNN_mnist_ntrain5000_batch128__rep5,0.18141286075115204,0.17543888092041016,0.9465999603271484,0.9470000267028809,-0.005973979830741882
QRNN_mnist_ntrain10000_batch256__rep1,0.18258850276470184,0.17199881374835968,0.9452999830245972,0.9505000710487366,-0.010589689016342163
QRNN_mnist_ntrain10000_batch256__rep2,0.18258850276470184,0.17199881374835968,0.9452999830245972,0.9505000710487366,-0.010589689016342163
QRNN_mnist_ntrain10000_batch256__rep3,0.18258850276470184,0.17199881374835968,0.9452999830245972,0.9505000710487366,-0.010589689016342163
QRNN_mnist_ntrain10000_batch256__rep4,0.18258850276470184,0.17199881374835968,0.9452999830245972,0.9505000710487366,-0.010589689016342163
QRNN_mnist_ntrain10000_batch256__rep5,0.18258850276470184,0.17199881374835968,0.9452999830245972,0.9505000710487366,-0.010589689016342163
QRNN_mnist_ntrain500_batch64_6_9_rep1,0.4595661759376526,0.5060476064682007,0.7660000324249268,0.7400000095367432,0.046481430530548096
QRNN_mnist_ntrain500_batch64_6_9_rep2,0.4595661759376526,0.5060476064682007,0.7660000324249268,0.7400000095367432,0.046481430530548096
QRNN_mnist_ntrain500_batch64_6_9_rep3,0.4595661759376526,0.5060476064682007,0.7660000324249268,0.7400000095367432,0.046481430530548096
QRNN_mnist_ntrain500_batch64_6_9_rep4,0.4595661759376526,0.5060476064682007,0.7660000324249268,0.7400000095367432,0.046481430530548096
QRNN_mnist_ntrain500_batch64_6_9_rep5,0.4595661759376526,0.5060476064682007,0.7660000324249268,0.7400000095367432,0.046481430530548096
QRNN_mnist_ntrain1000_batch64_6_9_rep1,0.42559999227523804,0.4578157067298889,0.7930000424385071,0.7699999809265137,0.03221571445465088
QRNN_mnist_ntrain1000_batch64_6_9_rep2,0.42559999227523804,0.4578157067298889,0.7930000424385071,0.7699999809265137,0.03221571445465088
QRNN_mnist_ntrain1000_batch64_6_9_rep3,0.42559999227523804,0.4578157067298889,0.7930000424385071,0.7699999809265137,0.03221571445465088
QRNN_mnist_ntrain1000_batch64_6_9_rep4,0.42559999227523804,0.4578157067298889,0.7930000424385071,0.7699999809265137,0.03221571445465088
QRNN_mnist_ntrain1000_batch64_6_9_rep5,0.42559999227523804,0.4578157067298889,0.7930000424385071,0.7699999809265137,0.03221571445465088
QRNN_mnist_ntrain2000_batch128_6_9_rep1,0.4304896891117096,0.42191237211227417,0.7925000190734863,0.7874999642372131,-0.008577316999435425
QRNN_mnist_ntrain2000_batch128_6_9_rep2,0.4304896891117096,0.42191237211227417,0.7925000190734863,0.7874999642372131,-0.008577316999435425
QRNN_mnist_ntrain2000_batch128_6_9_rep3,0.4304896891117096,0.42191237211227417,0.7925000190734863,0.7874999642372131,-0.008577316999435425
QRNN_mnist_ntrain2000_batch128_6_9_rep4,0.4304896891117096,0.42191237211227417,0.7925000190734863,0.7874999642372131,-0.008577316999435425
QRNN_mnist_ntrain2000_batch128_6_9_rep5,0.4304896891117096,0.42191237211227417,0.7925000190734863,0.7874999642372131,-0.008577316999435425
QRNN_mnist_ntrain5000_batch128_6_9_rep1,0.4339173138141632,0.42663973569869995,0.7917999625205994,0.781000018119812,-0.007277578115463257
QRNN_mnist_ntrain5000_batch128_6_9_rep2,0.4339173138141632,0.42663973569869995,0.7917999625205994,0.781000018119812,-0.007277578115463257
QRNN_mnist_ntrain5000_batch128_6_9_rep3,0.4339173138141632,0.42663973569869995,0.7917999625205994,0.781000018119812,-0.007277578115463257
QRNN_mnist_ntrain5000_batch128_6_9_rep4,0.4339173138141632,0.42663973569869995,0.7917999625205994,0.781000018119812,-0.007277578115463257
QRNN_mnist_ntrain5000_batch128_6_9_rep5,0.4339173138141632,0.42663973569869995,0.7917999625205994,0.781000018119812,-0.007277578115463257
